	BioProject	BioSample	Body_Site	project	base_media	treatment	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition
Vir_11	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_1_S194_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_1_S194_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:agrA::bursa; NE1532	True	True	True	True	True										True	agrA::bursa	 NE1532	TSB;Mutant;stat;JE2;agrA::bursa
Vir_12	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_2_S195_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_2_S195_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:agrA::bursa; NE1532	True	True	True	True	True										True	agrA::bursa	 NE1532	TSB;Mutant;stat;JE2;agrA::bursa
Vir_13	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.05				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_1_S196_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_1_S196_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:saeR::bursa; NE1622	True	True	True	True	True										True	saeR::bursa	 NE1622	TSB;Mutant;stat;JE2;saeR::bursa
Vir_14	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.05				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_2_S197_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_2_S197_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:saeR::bursa; NE1622	True	True	True	True	True										True	saeR::bursa	 NE1622	TSB;Mutant;stat;JE2;saeR::bursa
Vir_15	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.95				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_1_S204_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_1_S204_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:rot::bursa; NE386	True	True	True	True	True										True	rot::bursa	 NE386	TSB;Mutant;stat;JE2;rot::bursa
Vir_16	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.95				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_2_S205_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_2_S205_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:rot::bursa; NE386	True	True	True	True	True										True	rot::bursa	 NE386	TSB;Mutant;stat;JE2;rot::bursa
Vir_17	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.44				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588	True	True	True	True	True										True	srrB::bursa	 NE588	TSB;Mutant;stat;JE2;srrB::bursa
Vir_18	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.44				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588	True	True	True	True	True										True	srrB::bursa	 NE588	TSB;Mutant;stat;JE2;srrB::bursa
Vir_19	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838	True	True	True	True	True										True	hpf::bursa	 NE838	TSB;Mutant;stat;JE2;hpf::bursa
Vir_2	Virulence Determination			Virulence iModulon determination	TSB	Control	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Control:Stationary:JE2:WT	True	True	True	True	True										True	WT		TSB;Control;stat;JE2;WT
Vir_20	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838	True	True	True	True	True										True	hpf::bursa	 NE838	TSB;Mutant;stat;JE2;hpf::bursa
Vir_3	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.06				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109	True	True	True	True	True										True	sigB::bursa	 NE1109	TSB;Mutant;stat;JE2;sigB::bursa
Vir_4	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.06				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109	True	True	True	True	True										True	sigB::bursa	 NE1109	TSB;Mutant;stat;JE2;sigB::bursa
Vir_5	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.04				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183	True	True	True	True	True										True	arlS::bursa	 NE1183	TSB;Mutant;stat;JE2;arlS::bursa
Vir_6	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		1.04				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183	True	True	True	True	True										True	arlS::bursa	 NE1183	TSB;Mutant;stat;JE2;arlS::bursa
Vir_7	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193	True	True	True	True	True										True	sarA::bursa	 NE1193	TSB;Mutant;stat;JE2;sarA::bursa
Vir_8	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193	True	True	True	True	True										True	sarA::bursa	 NE1193	TSB;Mutant;stat;JE2;sarA::bursa
Vir_9	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.89				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigS::bursa; NE1246	True	True	True	True	True										True	sigS::bursa	 NE1246	TSB;Mutant;stat;JE2;sigS::bursa
CM_1	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	Control	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL028_S28_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL028_S28_R2_001.fastq.gz	True																		WT		
CM_2	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	Control	exp	JE2	Control		0.4				PAIRED																				home/saugat/Document/temp_RNAseq/PAL035_S35_R1_001.fastq.gz	home/saugat/Document/temp_RNAseq/PAL035_S35_R2_001.fastq.gz	True																		WT		
CM_3	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				home/saugat/Document/temp_RNAseq/PAL001_S1_R1_001.fastq.gz	home/saugat/Document/temp_RNAseq/PAL001_S1_R2_001.fastq.gz	True																		tfox_TF::bursa	NE1861	
CM_4	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				home/saugat/Document/temp_RNAseq/PAL002_S2_R1_001.fastq.gz	home/saugat/Document/temp_RNAseq/PAL002_S2_R2_001.fastq.gz	True																		tfox_TF::bursa	NE1861	
CM_5	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL016_S16_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL016_S16_R2_001.fastq.gz	True																		ccpA::bursa	NE1670	
CM_6	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL017_S17_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL017_S17_R2_001.fastq.gz	True																		ccpA::bursa	NE1670	
CM_7	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	2g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL018_S18_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL018_S18_R2_001.fastq.gz	True																		ccpA::bursa	NE1670	
CM_8	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	2g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL019_S19_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL019_S19_R2_001.fastq.gz	True																		ccpA::bursa	NE1670	
CM_9	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL020_S20_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL020_S20_R2_001.fastq.gz	True																		marR_TF::bursa	NE1189	
CM_10	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL021_S21_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL021_S21_R2_001.fastq.gz	True																		marR_TF::bursa	NE1189	
CM_11	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL022_S22_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL022_S22_R2_001.fastq.gz	True																		ilvA::bursa	NE340	
CM_12	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL023_S23_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL023_S23_R2_001.fastq.gz	True																		ilvA::bursa	NE340	
CM_13	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	2g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL024_S24_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL024_S24_R2_001.fastq.gz	True																		ilvA::bursa	NE340	
CM_14	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	2g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL025_S25_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL025_S25_R2_001.fastq.gz	True																		ilvA::bursa	NE340	
CM_15	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL026_S26_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL026_S26_R2_001.fastq.gz	True																		araC_TF::bursa	NE530	
CM_16	CcpA CodY interaction			CcpA CodY interaction	CA-MHB	None	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL027_S27_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-03-UCDavis-NextSeq/PAL027_S27_R2_001.fastq.gz	True																		araC_TF::bursa	NE530	
SG_1	Sugar Effect			Sugar Effect	CDM	Control	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_without_Carbon_R1_S39_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_without_Carbon_R1_S39_L001_R2_001.fastq.gz	True																		WT		
SG_2	Sugar Effect			Sugar Effect	CDM	Control	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_without_Carbon_R2_S40_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_without_Carbon_R2_S40_L001_R2_001.fastq.gz	True																		WT		
SG_3	Sugar Effect			Sugar Effect	CDM	10g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Glucose_R1_S41_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Glucose_R1_S41_L001_R2_001.fastq.gz	True																		WT		
SG_4	Sugar Effect			Sugar Effect	CDM	10g/Lglucose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Glucose_R2_S42_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Glucose_R2_S42_L001_R2_001.fastq.gz	True																		WT		
SG_5	Sugar Effect			Sugar Effect	CDM	10g/Lfructose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Fructose_R1_S45_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Fructose_R2_S46_L001_R1_001.fastq.gz	True																		WT		
SG_6	Sugar Effect			Sugar Effect	CDM	10g/Lfructose	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Fructose_R2_S46_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Fructose_R2_S46_L001_R2_001.fastq.gz	True																		WT		
SG_7	Sugar Effect			Sugar Effect	CDM	2g/Lpyruvate	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Pyrubate_R1_S43_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Pyrubate_R1_S43_L001_R2_001.fastq.gz	True																		WT		
SG_8	Sugar Effect			Sugar Effect	CDM	2g/Lpyruvate	exp	JE2	Control		0.4				PAIRED																				s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Pyrubate_R2_S44_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/JE2_CDM_with_Pyrubate_R2_S44_L001_R2_001.fastq.gz	True																		WT		
