All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position
USA300HOU_RS13400	USA300HOU_RS15565 // USA300HOU_RS13400	USA300HOU_RS13400	2602083	2602802
USA300HOU_RS13405	USA300HOU_RS13405	USA300HOU_RS13405	2603134	2604672
USA300HOU_RS13410	USA300HOU_RS13410	USA300HOU_RS13410	2604784	2605206
USA300HOU_RS13415	USA300HOU_RS13420 // USA300HOU_RS13415	USA300HOU_RS13415	2605658	2606077
USA300HOU_RS13420	USA300HOU_RS13420 // USA300HOU_RS13415	USA300HOU_RS13420	2606095	2606514
USA300HOU_RS13425	USA300HOU_RS13425	USA300HOU_RS13425	2606468	2606689
USA300HOU_RS13430	USA300HOU_RS13430	USA300HOU_RS13430	2606781	2607203
USA300HOU_RS13435	USA300HOU_RS13435	USA300HOU_RS13435	2607454	2608149
USA300HOU_RS13440	USA300HOU_RS13445 // USA300HOU_RS13440	USA300HOU_RS13440	2608438	2608719
USA300HOU_RS13445	USA300HOU_RS13445 // USA300HOU_RS13440	USA300HOU_RS13445	2608655	2608840
USA300HOU_RS13450	USA300HOU_RS13450	USA300HOU_RS13450	2608979	2609170
USA300HOU_RS13455	USA300HOU_RS13455	USA300HOU_RS13455	2609731	2610525
USA300HOU_RS13460	USA300HOU_RS13480 // USA300HOU_RS13475 // USA300HOU_RS13465 // USA300HOU_RS13460	USA300HOU_RS13460	2611061	2611348
USA300HOU_RS13465	USA300HOU_RS13480 // USA300HOU_RS13475 // USA300HOU_RS13465 // USA300HOU_RS13460	USA300HOU_RS13465	2611351	2611677
USA300HOU_RS13475	USA300HOU_RS13480 // USA300HOU_RS13475 // USA300HOU_RS13465 // USA300HOU_RS13460	USA300HOU_RS13475	2611677	2613001
USA300HOU_RS13480	USA300HOU_RS13480 // USA300HOU_RS13475 // USA300HOU_RS13465 // USA300HOU_RS13460	USA300HOU_RS13480	2612998	2613782
USA300HOU_RS13485	USA300HOU_RS13485	USA300HOU_RS13485	2613894	2614667
USA300HOU_RS13490	USA300HOU_RS13495 // USA300HOU_RS13490	USA300HOU_RS13490	2614973	2617834
USA300HOU_RS13495	USA300HOU_RS13495 // USA300HOU_RS13490	USA300HOU_RS13495	2617836	2618228
USA300HOU_RS13500	USA300HOU_RS13500	USA300HOU_RS13500	2618345	2620153
USA300HOU_RS13505	USA300HOU_RS13505	USA300HOU_RS13505	2620437	2620703
USA300HOU_RS13510	USA300HOU_RS13510	USA300HOU_RS13510	2620847	2621155
USA300HOU_RS13515	USA300HOU_RS13520 // USA300HOU_RS13515	USA300HOU_RS13515	2621263	2621496
USA300HOU_RS13520	USA300HOU_RS13520 // USA300HOU_RS13515	USA300HOU_RS13520	2621477	2622670
USA300HOU_RS13535	USA300HOU_RS13535	USA300HOU_RS13535	2626706	2627026
USA300HOU_RS13540	USA300HOU_RS13540	USA300HOU_RS13540	2627387	2628130
USA300HOU_RS13545	USA300HOU_RS13545	USA300HOU_RS13545	2628341	2629207
USA300HOU_RS13550	USA300HOU_RS13550	USA300HOU_RS13550	2629387	2632209
USA300HOU_RS13555	USA300HOU_RS13560 // USA300HOU_RS13555	USA300HOU_RS13555	2632891	2635947
USA300HOU_RS13560	USA300HOU_RS13560 // USA300HOU_RS13555	USA300HOU_RS13560	2635931	2636032
USA300HOU_RS13565	USA300HOU_RS13570 // USA300HOU_RS13565	USA300HOU_RS13565	2636172	2636384
USA300HOU_RS13570	USA300HOU_RS13570 // USA300HOU_RS13565	USA300HOU_RS13570	2636416	2637774
USA300HOU_RS13575	USA300HOU_RS13580 // USA300HOU_RS13575	USA300HOU_RS13575	2637891	2639444
USA300HOU_RS13580	USA300HOU_RS13580 // USA300HOU_RS13575	USA300HOU_RS13580	2639468	2640148
USA300HOU_RS13585	USA300HOU_RS13585	USA300HOU_RS13585	2640302	2641066
USA300HOU_RS13590	USA300HOU_RS13590	USA300HOU_RS13590	2641231	2641923
USA300HOU_RS13595	USA300HOU_RS13595	USA300HOU_RS13595	2642154	2642570
USA300HOU_RS13600	USA300HOU_RS13600	USA300HOU_RS13600	2642709	2644532
USA300HOU_RS13605	USA300HOU_RS13605	USA300HOU_RS13605	2645010	2646287
USA300HOU_RS13610	USA300HOU_RS13610	USA300HOU_RS13610	2646834	2647445
USA300HOU_RS13615	USA300HOU_RS13625 // USA300HOU_RS13620 // USA300HOU_RS13615	USA300HOU_RS13615	2647454	2647552
USA300HOU_RS13620	USA300HOU_RS13625 // USA300HOU_RS13620 // USA300HOU_RS13615	USA300HOU_RS13620	2647542	2648705
USA300HOU_RS13625	USA300HOU_RS13625 // USA300HOU_RS13620 // USA300HOU_RS13615	USA300HOU_RS13625	2648698	2649156
USA300HOU_RS13630	USA300HOU_RS13635 // USA300HOU_RS13630	USA300HOU_RS13630	2649590	2650285
USA300HOU_RS13635	USA300HOU_RS13635 // USA300HOU_RS13630	USA300HOU_RS13635	2650287	2651057
USA300HOU_RS13640	USA300HOU_RS13645 // USA300HOU_RS13640	USA300HOU_RS13640	2651430	2653394
USA300HOU_RS13645	USA300HOU_RS13645 // USA300HOU_RS13640	USA300HOU_RS13645	2653407	2653619
USA300HOU_RS13650	USA300HOU_RS13650	USA300HOU_RS13650	2653912	2654817
USA300HOU_RS13655	USA300HOU_RS13660 // USA300HOU_RS13655	USA300HOU_RS13655	2654922	2655515
USA300HOU_RS13660	USA300HOU_RS13660 // USA300HOU_RS13655	USA300HOU_RS13660	2655537	2656505
USA300HOU_RS13665	USA300HOU_RS13665	USA300HOU_RS13665	2656583	2657017
USA300HOU_RS13670	USA300HOU_RS13670	USA300HOU_RS13670	2657244	2657528
USA300HOU_RS13675	USA300HOU_RS13675	USA300HOU_RS13675	2657699	2658505
USA300HOU_RS13680	USA300HOU_RS13680	USA300HOU_RS13680	2658625	2659296
USA300HOU_RS13685	USA300HOU_RS13685	USA300HOU_RS13685	2659566	2660558
USA300HOU_RS13690	USA300HOU_RS13690	USA300HOU_RS13690	2660807	2661607
USA300HOU_RS13695	USA300HOU_RS13700 // USA300HOU_RS13695	USA300HOU_RS13695	2661928	2662563
USA300HOU_RS13700	USA300HOU_RS13700 // USA300HOU_RS13695	USA300HOU_RS13700	2662569	2663300
USA300HOU_RS13705	USA300HOU_RS13705	USA300HOU_RS13705	2663460	2664080
USA300HOU_RS13710	USA300HOU_RS13710	USA300HOU_RS13710	2664274	2664765
USA300HOU_RS13715	USA300HOU_RS13715	USA300HOU_RS13715	2665203	2665373
USA300HOU_RS13720	USA300HOU_RS13735 // USA300HOU_RS13730 // USA300HOU_RS13725 // USA300HOU_RS13720	USA300HOU_RS13720	2665435	2665533
USA300HOU_RS13725	USA300HOU_RS13735 // USA300HOU_RS13730 // USA300HOU_RS13725 // USA300HOU_RS13720	USA300HOU_RS13725	2665552	2666451
USA300HOU_RS13730	USA300HOU_RS13735 // USA300HOU_RS13730 // USA300HOU_RS13725 // USA300HOU_RS13720	USA300HOU_RS13730	2666465	2667145
USA300HOU_RS13735	USA300HOU_RS13735 // USA300HOU_RS13730 // USA300HOU_RS13725 // USA300HOU_RS13720	USA300HOU_RS13735	2667148	2668143
USA300HOU_RS13740	USA300HOU_RS13740	USA300HOU_RS13740	2668742	2668945
USA300HOU_RS13745	USA300HOU_RS13745	USA300HOU_RS13745	2669128	2670063
USA300HOU_RS13750	USA300HOU_RS13750	USA300HOU_RS13750	2670145	2671113
USA300HOU_RS13755	USA300HOU_RS13755	USA300HOU_RS13755	2671246	2671590
USA300HOU_RS13760	USA300HOU_RS13760	USA300HOU_RS13760	2671632	2672042
USA300HOU_RS13765	USA300HOU_RS13765	USA300HOU_RS13765	2672422	2674488
USA300HOU_RS13770	USA300HOU_RS13770	USA300HOU_RS13770	2674789	2676528
USA300HOU_RS13775	USA300HOU_RS13780 // USA300HOU_RS13775	USA300HOU_RS13775	2676575	2677264
USA300HOU_RS13780	USA300HOU_RS13780 // USA300HOU_RS13775	USA300HOU_RS13780	2677257	2677652
USA300HOU_RS13785	USA300HOU_RS13785	USA300HOU_RS13785	2677865	2678728
USA300HOU_RS13790	USA300HOU_RS13790	USA300HOU_RS13790	2678910	2679128
USA300HOU_RS13795	USA300HOU_RS13795	USA300HOU_RS13795	2679517	2679948
USA300HOU_RS13800	USA300HOU_RS13800	USA300HOU_RS13800	2680213	2680317
USA300HOU_RS13805	USA300HOU_RS13805	USA300HOU_RS13805	2680480	2680614
USA300HOU_RS13810	USA300HOU_RS13810	USA300HOU_RS13810	2680708	2680965
USA300HOU_RS13815	USA300HOU_RS13815	USA300HOU_RS13815	2681544	2682821
USA300HOU_RS13820	USA300HOU_RS13820	USA300HOU_RS13820	2683075	2684241
USA300HOU_RS13825	USA300HOU_RS13825	USA300HOU_RS13825	2684411	2684932
USA300HOU_RS13830	USA300HOU_RS13830	USA300HOU_RS13830	2685341	2687446
USA300HOU_RS13835	USA300HOU_RS13845 // USA300HOU_RS13840 // USA300HOU_RS13835	USA300HOU_RS13835	2687515	2687685
USA300HOU_RS13840	USA300HOU_RS13845 // USA300HOU_RS13840 // USA300HOU_RS13835	USA300HOU_RS13840	2687698	2689692
USA300HOU_RS13845	USA300HOU_RS13845 // USA300HOU_RS13840 // USA300HOU_RS13835	USA300HOU_RS13845	2689704	2689931
USA300HOU_RS13850	USA300HOU_RS13850	USA300HOU_RS13850	2690147	2692615
USA300HOU_RS13855	USA300HOU_RS13855	USA300HOU_RS13855	2692781	2693329
USA300HOU_RS13860	USA300HOU_RS13860	USA300HOU_RS13860	2693406	2693573
USA300HOU_RS13865	USA300HOU_RS13865	USA300HOU_RS13865	2693685	2695229
USA300HOU_RS13870	USA300HOU_RS13870	USA300HOU_RS13870	2695419	2696018
USA300HOU_RS13875	USA300HOU_RS13875	USA300HOU_RS13875	2696257	2696448
USA300HOU_RS13880	USA300HOU_RS13880	USA300HOU_RS13880	2696688	2699096
USA300HOU_RS13885	USA300HOU_RS13885	USA300HOU_RS13885	2699387	2699593
USA300HOU_RS13890	USA300HOU_RS13895 // USA300HOU_RS13890	USA300HOU_RS13890	2699683	2700681
USA300HOU_RS13895	USA300HOU_RS13895 // USA300HOU_RS13890	USA300HOU_RS13895	2700704	2701858
USA300HOU_RS13900	USA300HOU_RS13920 // USA300HOU_RS13915 // USA300HOU_RS13910 // USA300HOU_RS13905 // USA300HOU_RS13900	USA300HOU_RS13900	2702285	2703793
USA300HOU_RS13905	USA300HOU_RS13920 // USA300HOU_RS13915 // USA300HOU_RS13910 // USA300HOU_RS13905 // USA300HOU_RS13900	USA300HOU_RS13905	2703805	2704668
USA300HOU_RS13910	USA300HOU_RS13920 // USA300HOU_RS13915 // USA300HOU_RS13910 // USA300HOU_RS13905 // USA300HOU_RS13900	USA300HOU_RS13910	2704705	2705832
USA300HOU_RS13915	USA300HOU_RS13920 // USA300HOU_RS13915 // USA300HOU_RS13910 // USA300HOU_RS13905 // USA300HOU_RS13900	USA300HOU_RS13915	2705838	2707331
USA300HOU_RS13920	USA300HOU_RS13920 // USA300HOU_RS13915 // USA300HOU_RS13910 // USA300HOU_RS13905 // USA300HOU_RS13900	USA300HOU_RS13920	2707324	2707812
USA300HOU_RS13925	USA300HOU_RS13925	USA300HOU_RS13925	2707987	2708754
USA300HOU_RS13930	USA300HOU_RS13930	USA300HOU_RS13930	2709115	2710926
USA300HOU_RS13935	USA300HOU_RS13935	USA300HOU_RS13935	2711437	2711925
USA300HOU_RS13940	USA300HOU_RS13940	USA300HOU_RS13940	2712201	2712902
USA300HOU_RS13945	USA300HOU_RS13945	USA300HOU_RS13945	2713510	2714565
USA300HOU_RS13955	USA300HOU_RS13955	USA300HOU_RS13955	2714975	2715544
USA300HOU_RS13965	USA300HOU_RS13965	USA300HOU_RS13965	2716462	2716692
USA300HOU_RS13970	USA300HOU_RS13980 // USA300HOU_RS13975 // USA300HOU_RS13970	USA300HOU_RS13970	2716842	2717219
USA300HOU_RS13975	USA300HOU_RS13980 // USA300HOU_RS13975 // USA300HOU_RS13970	USA300HOU_RS13975	2717236	2718057
USA300HOU_RS13980	USA300HOU_RS13980 // USA300HOU_RS13975 // USA300HOU_RS13970	USA300HOU_RS13980	2718077	2718376
USA300HOU_RS13985	USA300HOU_RS13990 // USA300HOU_RS13985	USA300HOU_RS13985	2718507	2719064
USA300HOU_RS13990	USA300HOU_RS13990 // USA300HOU_RS13985	USA300HOU_RS13990	2719057	2719761
USA300HOU_RS13995	USA300HOU_RS14000 // USA300HOU_RS13995	USA300HOU_RS13995	2719859	2720869
USA300HOU_RS14000	USA300HOU_RS14000 // USA300HOU_RS13995	USA300HOU_RS14000	2720889	2721719
USA300HOU_RS14005	USA300HOU_RS14005	USA300HOU_RS14005	2721866	2722756
USA300HOU_RS14010	USA300HOU_RS14015 // USA300HOU_RS14010	USA300HOU_RS14010	2722854	2724194
USA300HOU_RS14015	USA300HOU_RS14015 // USA300HOU_RS14010	USA300HOU_RS14015	2724188	2725294
USA300HOU_RS14020	USA300HOU_RS14030 // USA300HOU_RS14025 // USA300HOU_RS14020	USA300HOU_RS14020	2725628	2725924
USA300HOU_RS14025	USA300HOU_RS14030 // USA300HOU_RS14025 // USA300HOU_RS14020	USA300HOU_RS14025	2725912	2726280
USA300HOU_RS14030	USA300HOU_RS14030 // USA300HOU_RS14025 // USA300HOU_RS14020	USA300HOU_RS14030	2726295	2726573
USA300HOU_RS14035	USA300HOU_RS14035	USA300HOU_RS14035	2726915	2727781
USA300HOU_RS14040	USA300HOU_RS14040	USA300HOU_RS14040	2727999	2729063
USA300HOU_RS14045	USA300HOU_RS14045	USA300HOU_RS14045	2729218	2729493
USA300HOU_RS14050	USA300HOU_RS14050	USA300HOU_RS14050	2729679	2730401
USA300HOU_RS14055	USA300HOU_RS14055	USA300HOU_RS14055	2730755	2731204
USA300HOU_RS14060	USA300HOU_RS14060	USA300HOU_RS14060	2731285	2731872
USA300HOU_RS14065	USA300HOU_RS14065	USA300HOU_RS14065	2731850	2731948
USA300HOU_RS14070	USA300HOU_RS14070	USA300HOU_RS14070	2732005	2733687
USA300HOU_RS14075	USA300HOU_RS14085 // USA300HOU_RS14080 // USA300HOU_RS14075	USA300HOU_RS14075	2733816	2734187
USA300HOU_RS14080	USA300HOU_RS14085 // USA300HOU_RS14080 // USA300HOU_RS14075	USA300HOU_RS14080	2734201	2735052
USA300HOU_RS14085	USA300HOU_RS14085 // USA300HOU_RS14080 // USA300HOU_RS14075	USA300HOU_RS14085	2735045	2735863
USA300HOU_RS14090	USA300HOU_RS14090	USA300HOU_RS14090	2735936	2736796
USA300HOU_RS14095	USA300HOU_RS14095	USA300HOU_RS14095	2736882	2737586
USA300HOU_RS14100	USA300HOU_RS14100	USA300HOU_RS14100	2737864	2738823
USA300HOU_RS14105	USA300HOU_RS14105	USA300HOU_RS14105	2739384	2739578
USA300HOU_RS14110	USA300HOU_RS14110	USA300HOU_RS14110	2739510	2740958
USA300HOU_RS14115	USA300HOU_RS14115	USA300HOU_RS14115	2741039	2742376
USA300HOU_RS14120	USA300HOU_RS14120	USA300HOU_RS14120	2742634	2743050
USA300HOU_RS14125	USA300HOU_RS14125	USA300HOU_RS14125	2743173	2744063
USA300HOU_RS14130	USA300HOU_RS14130	USA300HOU_RS14130	2744256	2745752
USA300HOU_RS14135	USA300HOU_RS14135	USA300HOU_RS14135	2746048	2746377
USA300HOU_RS14140	USA300HOU_RS14140	USA300HOU_RS14140	2746437	2748035
USA300HOU_RS14145	USA300HOU_RS14145	USA300HOU_RS14145	2748229	2748672
USA300HOU_RS14150	USA300HOU_RS14150	USA300HOU_RS14150	2748953	2749165
USA300HOU_RS14155	USA300HOU_RS14155	USA300HOU_RS14155	2749443	2751152
USA300HOU_RS14160	USA300HOU_RS14160	USA300HOU_RS14160	2751413	2752903
USA300HOU_RS14165	USA300HOU_RS14165	USA300HOU_RS14165	2752972	2753067
USA300HOU_RS14170	USA300HOU_RS14170	USA300HOU_RS14170	2753156	2753719
USA300HOU_RS14175	USA300HOU_RS14175	USA300HOU_RS14175	2753907	2754593
USA300HOU_RS14180	USA300HOU_RS14180	USA300HOU_RS14180	2754857	2756479
USA300HOU_RS14185	USA300HOU_RS14185	USA300HOU_RS14185	2756611	2756772
USA300HOU_RS14190	USA300HOU_RS14190	USA300HOU_RS14190	2756788	2756898
USA300HOU_RS14195	USA300HOU_RS14200 // USA300HOU_RS14195	USA300HOU_RS14195	2756998	2757534
USA300HOU_RS14200	USA300HOU_RS14200 // USA300HOU_RS14195	USA300HOU_RS14200	2757531	2759381
USA300HOU_RS14205	USA300HOU_RS14205	USA300HOU_RS14205	2759628	2760998
USA300HOU_RS14210	USA300HOU_RS14210	USA300HOU_RS14210	2761320	2761415
USA300HOU_RS14215	USA300HOU_RS14215	USA300HOU_RS14215	2761491	2762096
USA300HOU_RS14220	USA300HOU_RS14220	USA300HOU_RS14220	2762159	2764039
USA300HOU_RS14225	USA300HOU_RS14225	USA300HOU_RS14225	2764234	2764326
USA300HOU_RS14230	USA300HOU_RS14235 // USA300HOU_RS14230	USA300HOU_RS14230	2764434	2764931
USA300HOU_RS14235	USA300HOU_RS14235 // USA300HOU_RS14230	USA300HOU_RS14235	2764941	2765201
USA300HOU_RS14240	USA300HOU_RS14240	USA300HOU_RS14240	2765583	2765696
USA300HOU_RS14250	USA300HOU_RS14255 // USA300HOU_RS14250	USA300HOU_RS14250	2766355	2768355
USA300HOU_RS14255	USA300HOU_RS14255 // USA300HOU_RS14250	USA300HOU_RS14255	2768352	2769107
USA300HOU_RS14265	USA300HOU_RS14270 // USA300HOU_RS14265 // nsaS	USA300HOU_RS14265	2770113	2770778
USA300HOU_RS14270	USA300HOU_RS14270 // USA300HOU_RS14265 // nsaS	USA300HOU_RS14270	2770804	2771004
USA300HOU_RS14280	USA300HOU_RS14280	USA300HOU_RS14280	2771202	2772626
USA300HOU_RS14285	USA300HOU_RS14285	USA300HOU_RS14285	2772909	2773364
USA300HOU_RS14290	USA300HOU_RS14290	USA300HOU_RS14290	2773609	2774370
USA300HOU_RS14295	USA300HOU_RS14295	USA300HOU_RS14295	2774486	2777185
USA300HOU_RS14300	USA300HOU_RS14300	USA300HOU_RS14300	2777535	2778239
USA300HOU_RS14305	USA300HOU_RS14310 // USA300HOU_RS14305	USA300HOU_RS14305	2778338	2779279
USA300HOU_RS14310	USA300HOU_RS14310 // USA300HOU_RS14305	USA300HOU_RS14310	2779296	2780726
USA300HOU_RS14315	USA300HOU_RS14320 // USA300HOU_RS14315	USA300HOU_RS14315	2780817	2781827
USA300HOU_RS14320	USA300HOU_RS14320 // USA300HOU_RS14315	USA300HOU_RS14320	2781860	2783095
USA300HOU_RS14325	USA300HOU_RS14330 // USA300HOU_RS14325	USA300HOU_RS14325	2783272	2783439
USA300HOU_RS14330	USA300HOU_RS14330 // USA300HOU_RS14325	USA300HOU_RS14330	2783442	2783891
USA300HOU_RS14335	USA300HOU_RS14335	USA300HOU_RS14335	2784258	2785754
USA300HOU_RS14340	USA300HOU_RS14340	USA300HOU_RS14340	2786211	2786738
USA300HOU_RS14345	USA300HOU_RS14345	USA300HOU_RS14345	2786996	2787454
USA300HOU_RS14350	USA300HOU_RS14350	USA300HOU_RS14350	2787694	2789568
USA300HOU_RS14355	USA300HOU_RS14360 // USA300HOU_RS14355	USA300HOU_RS14355	2789645	2791597
USA300HOU_RS14360	USA300HOU_RS14360 // USA300HOU_RS14355	USA300HOU_RS14360	2791611	2792549
USA300HOU_RS14365	USA300HOU_RS14365	USA300HOU_RS14365	2792661	2795642
USA300HOU_RS14370	USA300HOU_RS14370	USA300HOU_RS14370	2795853	2797712
USA300HOU_RS14375	USA300HOU_RS14375	USA300HOU_RS14375	2797979	2798539
USA300HOU_RS14380	USA300HOU_RS14380	USA300HOU_RS14380	2798707	2800614
USA300HOU_RS14385	USA300HOU_RS14400 // USA300HOU_RS14395 // USA300HOU_RS14390 // USA300HOU_RS14385	USA300HOU_RS14385	2800856	2802214
USA300HOU_RS14390	USA300HOU_RS14400 // USA300HOU_RS14395 // USA300HOU_RS14390 // USA300HOU_RS14385	USA300HOU_RS14390	2802207	2803715
USA300HOU_RS14395	USA300HOU_RS14400 // USA300HOU_RS14395 // USA300HOU_RS14390 // USA300HOU_RS14385	USA300HOU_RS14395	2803733	2806123
USA300HOU_RS14400	USA300HOU_RS14400 // USA300HOU_RS14395 // USA300HOU_RS14390 // USA300HOU_RS14385	USA300HOU_RS14400	2806113	2807072
USA300HOU_RS14405	USA300HOU_RS14415 // USA300HOU_RS14410 // USA300HOU_RS14405	USA300HOU_RS14405	2807050	2808618
USA300HOU_RS14410	USA300HOU_RS14415 // USA300HOU_RS14410 // USA300HOU_RS14405	USA300HOU_RS14410	2808608	2810161
USA300HOU_RS14415	USA300HOU_RS14415 // USA300HOU_RS14410 // USA300HOU_RS14405	USA300HOU_RS14415	2810172	2811383
USA300HOU_RS14420	USA300HOU_RS14420	USA300HOU_RS14420	2811513	2818328
USA300HOU_RS14425	USA300HOU_RS14425	USA300HOU_RS14425	2818873	2819565
USA300HOU_RS14430	USA300HOU_RS14435 // USA300HOU_RS14430	USA300HOU_RS14430	2819831	2820259
USA300HOU_RS14435	USA300HOU_RS14435 // USA300HOU_RS14430	USA300HOU_RS14435	2820246	2820548
USA300HOU_RS14440	USA300HOU_RS14440	USA300HOU_RS14440	2820702	2821061
USA300HOU_RS14445	USA300HOU_RS14445	USA300HOU_RS14445	2821146	2821757
USA300HOU_RS14450	USA300HOU_RS14455 // USA300HOU_RS14450	USA300HOU_RS14450	2821836	2822312
USA300HOU_RS14455	USA300HOU_RS14455 // USA300HOU_RS14450	USA300HOU_RS14455	2822315	2822815
USA300HOU_RS14460	USA300HOU_RS14470 // USA300HOU_RS14465 // USA300HOU_RS14460	USA300HOU_RS14460	2823050	2823817
USA300HOU_RS14465	USA300HOU_RS14470 // USA300HOU_RS14465 // USA300HOU_RS14460	USA300HOU_RS14465	2823814	2824506
USA300HOU_RS14470	USA300HOU_RS14470 // USA300HOU_RS14465 // USA300HOU_RS14460	USA300HOU_RS14470	2824523	2825185
USA300HOU_RS14475	USA300HOU_RS14475	USA300HOU_RS14475	2826033	2826593
USA300HOU_RS14480	USA300HOU_RS14495 // USA300HOU_RS14490 // USA300HOU_RS14485 // USA300HOU_RS14480	USA300HOU_RS14480	2826757	2827995
USA300HOU_RS14485	USA300HOU_RS14495 // USA300HOU_RS14490 // USA300HOU_RS14485 // USA300HOU_RS14480	USA300HOU_RS14485	2827959	2828264
USA300HOU_RS14490	USA300HOU_RS14495 // USA300HOU_RS14490 // USA300HOU_RS14485 // USA300HOU_RS14480	USA300HOU_RS14490	2828261	2829133
USA300HOU_RS14495	USA300HOU_RS14495 // USA300HOU_RS14490 // USA300HOU_RS14485 // USA300HOU_RS14480	USA300HOU_RS14495	2829120	2830172
USA300HOU_RS14500	USA300HOU_RS14500	USA300HOU_RS14500	2830619	2832661
USA300HOU_RS14510	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14510	2833754	2834386
USA300HOU_RS14515	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14515	2834383	2835141
USA300HOU_RS14520	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14520	2835138	2835842
USA300HOU_RS14525	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14525	2835835	2836413
USA300HOU_RS14530	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14530	2836410	2836988
USA300HOU_RS14535	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14535	2836957	2837970
USA300HOU_RS14540	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14540	2837986	2839236
USA300HOU_RS14545	hisZ // USA300HOU_RS14545 // USA300HOU_RS14540 // USA300HOU_RS14535 // USA300HOU_RS14530 // USA300HOU_RS14525 // USA300HOU_RS14520 // USA300HOU_RS14515 // USA300HOU_RS14510	USA300HOU_RS14545	2839229	2839843
USA300HOU_RS14555	USA300HOU_RS14555	USA300HOU_RS14555	2840984	2842108
USA300HOU_RS14560	USA300HOU_RS14560	USA300HOU_RS14560	2842226	2842723
USA300HOU_RS14565	USA300HOU_RS14570 // USA300HOU_RS14565	USA300HOU_RS14565	2842770	2843603
USA300HOU_RS14570	USA300HOU_RS14570 // USA300HOU_RS14565	USA300HOU_RS14570	2843600	2845312
USA300HOU_RS14575	USA300HOU_RS14580 // USA300HOU_RS14575	USA300HOU_RS14575	2845365	2845919
USA300HOU_RS14580	USA300HOU_RS14580 // USA300HOU_RS14575	USA300HOU_RS14580	2845948	2846796
USA300HOU_RS14585	USA300HOU_RS14585	USA300HOU_RS14585	2847176	2847691
USA300HOU_RS14590	USA300HOU_RS14590	USA300HOU_RS14590	2847840	2848811
USA300HOU_RS14595	USA300HOU_RS14595	USA300HOU_RS14595	2849055	2850011
USA300HOU_RS14600	USA300HOU_RS14600	USA300HOU_RS14600	2850163	2850801
USA300HOU_RS14605	USA300HOU_RS14610 // USA300HOU_RS14605	USA300HOU_RS14605	2850920	2851687
USA300HOU_RS14610	USA300HOU_RS14610 // USA300HOU_RS14605	USA300HOU_RS14610	2851677	2852015
USA300HOU_RS14615	USA300HOU_RS14615	USA300HOU_RS14615	2852182	2852646
USA300HOU_RS14620	USA300HOU_RS14620	USA300HOU_RS14620	2852884	2854302
USA300HOU_RS14625	USA300HOU_RS14625	USA300HOU_RS14625	2854715	2855623
USA300HOU_RS14630	USA300HOU_RS14630	USA300HOU_RS14630	2855848	2856423
USA300HOU_RS14635	USA300HOU_RS14635	USA300HOU_RS14635	2856588	2857604
USA300HOU_RS14640	USA300HOU_RS14640	USA300HOU_RS14640	2857847	2858641
USA300HOU_RS14645	USA300HOU_RS14645	USA300HOU_RS14645	2858775	2859287
USA300HOU_RS14650	USA300HOU_RS14655 // USA300HOU_RS14650	USA300HOU_RS14650	2859570	2860328
USA300HOU_RS14655	USA300HOU_RS14655 // USA300HOU_RS14650	USA300HOU_RS14655	2860318	2862198
USA300HOU_RS14660	USA300HOU_RS14660	USA300HOU_RS14660	2862291	2862482
USA300HOU_RS14665	USA300HOU_RS14665	USA300HOU_RS14665	2862530	2863030
USA300HOU_RS14670	USA300HOU_RS14670	USA300HOU_RS14670	2863090	2863587
USA300HOU_RS14675	USA300HOU_RS14675 // USA300HOU_RS15630	USA300HOU_RS14675	2864045	2864236
USA300HOU_RS14680	USA300HOU_RS14680	USA300HOU_RS14680	2864629	2864829
USA300HOU_RS14685	USA300HOU_RS14685	USA300HOU_RS14685	2864956	2865525
