	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	Genetic Changes; Name	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX9960963	PRJNA695221	SAMN17607622		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562697	SRP303474	SRS8134622	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021570	17607622			
SRX9960964	PRJNA695221	SAMN17607623		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562696	SRP303474	SRS8134623	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021571	17607623			
SRX9960951	PRJNA695221	SAMN17607616		6TG treatment	TSB	Control	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562709	SRP303474	SRS8134611	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021558	17607616			
SRX9960952	PRJNA695221	SAMN17607617		6TG treatment	TSB	Control	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562708	SRP303474	SRS8134610	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021559	17607617			
SRX9960959	PRJNA695221	SAMN17607618		6TG treatment	TSB	Control	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562701	SRP303474	SRS8134618	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021566	17607618			
SRX9960960	PRJNA695221	SAMN17607619		6TG treatment	TSB	Control	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562700	SRP303474	SRS8134619	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021567	17607619			
SRX9960953	PRJNA695221	SAMN17607626		6TG treatment	TSB	Untreated	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562707	SRP303474	SRS8134612	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021560	17607626			
SRX9960954	PRJNA695221	SAMN17607627		6TG treatment	TSB	Untreated	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562706	SRP303474	SRS8134613	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021561	17607627			
SRX9960965	PRJNA695221	SAMN17607624		6TG treatment	TSB	Untreated	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562695	SRP303474	SRS8134624	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021572	17607624			
SRX9960966	PRJNA695221	SAMN17607625		6TG treatment	TSB	Untreated	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562694	SRP303474	SRS8134625	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021573	17607625			
Zengler3	Zengler-CoCulture			co-culuture with S. epi	TSB	Co-culture w/S.epi	Exponential	TCH1516	Control			WT				SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA									1280		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-8-3-1_merged.fastq.gz					True	True		True										
Zengler4	Zengler-CoCulture			co-culuture with S. epi	TSB	Co-culture w/S.epi	Exponential	TCH1516	Control			WT				SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA									1280		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-8-3-2_merged.fastq.gz					True	True		True										
Zengler1	Zengler-CoCulture			co-culuture with S. epi	TSB	Control	Exponential	TCH1516	Control			WT				SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA									1280		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-3-1_merged.fastq.gz					True	True		True										
Zengler2	Zengler-CoCulture			co-culuture with S. epi	TSB	Control	Exponential	TCH1516	Control			WT				SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA									1280		Staphylococcus aureus			s3://modulome/stage/Staphylococcus_aureus_TCH1516/Lib-3-2_merged.fastq.gz					True	True		True										
SRX8387570	PRJNA634715			staph stress	CA-MHB	None	Exponential	TCH1516	Control			WT				PAIRED																									True	True		True										
SRX8387586	PRJNA634715			staph stress	CA-MHB	None	Exponential	TCH1516	Control			WT				PAIRED																									True	True		True										
SRX8387569	PRJNA634715			staph stress	CA-MHB	None	Exponential	TCH1516	Control			WT				PAIRED																									True	True		True										
SRX8387587	PRJNA634715			staph stress	CA-MHB	OD 1.0	Stationary	TCH1516	Control			WT				PAIRED																									True	True		True										
SRX8387588	PRJNA634715			staph stress	CA-MHB	OD 1.0	Stationary	TCH1516	Control			WT				PAIRED																									True	True		True										
Vir_1	Virulence Determination			Virulence iModulon determination	TSB	Control	Stationary	JE2	Control		0.98	WT				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_1_S212_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_1_S212_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_10	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.89	sigS::bursa; NE1246				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_2_S209_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_2_S209_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_11	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.17	agrA::bursa; NE1532				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_1_S194_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_1_S194_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_12	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.17	agrA::bursa; NE1532				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_2_S195_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1532_JE2-agrA_Replicate_2_S195_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_13	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.05	saeR::bursa; NE1622				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_1_S196_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_1_S196_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_14	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.05	saeR::bursa; NE1622				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_2_S197_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1622_JE2-saeR_Replicate_2_S197_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_15	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.95	rot::bursa; NE386				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_1_S204_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_1_S204_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_16	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.95	rot::bursa; NE386				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_2_S205_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE386_JE2-rot_Replicate_2_S205_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_17	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.44	srrB::bursa; NE588				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_18	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.44	srrB::bursa; NE588				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_19	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.17	hpf::bursa; NE838				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_2	Virulence Determination			Virulence iModulon determination	TSB	Control	Stationary	JE2	Control		0.98	WT				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_20	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.17	hpf::bursa; NE838				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_3	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.06	sigB::bursa; NE1109				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_4	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.06	sigB::bursa; NE1109				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_5	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.04	arlS::bursa; NE1183				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_6	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		1.04	arlS::bursa; NE1183				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_7	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.98	sarA::bursa; NE1193				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_8	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.98	sarA::bursa; NE1193				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
Vir_9	Virulence Determination			Virulence iModulon determination	TSB	Mutant	Stationary	JE2	Control		0.89	sigS::bursa; NE1246				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R2_001.fastq.gz	TRUE			True	True	True	True	True									
