locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
USA300HOU_RS13395,USA300HOU_RS13395,NC_010079.1,USA300HOU_2462,2601455,2601820,-,hypothetical protein,No COG annotation,A0A0D6GW42,Op1608
USA300HOU_RS13400,USA300HOU_RS13400,NC_010079.1,,2602083,2602901,-,SDR family oxidoreductase,No COG annotation,,Op1609
USA300HOU_RS13405,USA300HOU_RS13405,NC_010079.1,USA300HOU_2464,2603134,2604672,+,AbgT family transporter,Coenzyme transport and metabolism,A0A0D6GXL4,Op1610
USA300HOU_RS13410,USA300HOU_RS13410,NC_010079.1,USA300HOU_2465,2604784,2605206,-,carboxymuconolactone decarboxylase family protein,Function unknown,A0A0E1VMV7,Op1611
USA300HOU_RS13415,USA300HOU_RS13415,NC_010079.1,USA300HOU_2466,2605658,2606077,-,DUF1433 domain-containing protein,Function unknown,A0A0D3QAH7,Op1612
USA300HOU_RS13420,USA300HOU_RS13420,NC_010079.1,USA300HOU_2467,2606095,2606514,-,DUF1433 domain-containing protein,Function unknown,A0A0H2WX64,Op1612
USA300HOU_RS13430,USA300HOU_RS13430,NC_010079.1,USA300HOU_2469,2606781,2607203,-,DUF1433 domain-containing protein,Function unknown,A0A0D6GXZ6,Op1613
USA300HOU_RS13435,USA300HOU_RS13435,NC_010079.1,USA300HOU_2470,2607454,2608149,-,SDR family oxidoreductase,Function unknown,A0A0D6GXF6,Op1614
USA300HOU_RS13440,USA300HOU_RS13440,NC_010079.1,,2608438,2608719,+,single-stranded DNA-binding protein,Function unknown,A0A0E0VS51,Op1615
USA300HOU_RS13445,USA300HOU_RS13445,NC_010079.1,,2608655,2608840,+,hypothetical protein,No COG annotation,A0A266CTA2,Op1615
USA300HOU_RS13450,USA300HOU_RS13450,NC_010079.1,USA300HOU_2471,2608979,2609170,-,hypothetical protein,No COG annotation,A0A0D1GRP6,Op1616
USA300HOU_RS15570,USA300HOU_RS15570,NC_010079.1,USA300HOU_2472,2609605,2609727,+,hypothetical protein,No COG annotation,A0A0H2WY50,Op1617
USA300HOU_RS13455,USA300HOU_RS13455,NC_010079.1,USA300HOU_2473,2609731,2610525,-,tandem-type lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0D3QB23,Op1618
USA300HOU_RS15835,USA300HOU_RS15835,NC_010079.1,,2610637,2610744,-,Csa1 family protein,No COG annotation,,Op1619
USA300HOU_RS13460,USA300HOU_RS13460,NC_010079.1,USA300HOU_2474,2611061,2611348,-,hypothetical protein,No COG annotation,A0A0H2WX68,Op1620
USA300HOU_RS13465,USA300HOU_RS13465,NC_010079.1,USA300HOU_2475,2611351,2611677,-,hypothetical protein,No COG annotation,A0A0H2WX46,Op1620
USA300HOU_RS13475,USA300HOU_RS13475,NC_010079.1,,2611677,2613001,-,hypothetical protein,Lipid transport and metabolism,,Op1620
USA300HOU_RS13480,USA300HOU_RS13480,NC_010079.1,,2612998,2613782,-,tandem-type lipoprotein,Cell wall/membrane/envelope biogenesis,,Op1620
USA300HOU_RS13485,USA300HOU_RS13485,NC_010079.1,USA300HOU_2478,2613894,2614667,-,tandem-type lipoprotein,Cell wall/membrane/envelope biogenesis,A0A133PV87,Op1621
USA300HOU_RS13490,USA300HOU_RS13490,NC_010079.1,USA300HOU_2480,2614973,2617834,-,DUF3427 domain-containing protein,"Replication, recombination and repair",A0A0H2WXD8,Op1622
USA300HOU_RS13495,USA300HOU_RS13495,NC_010079.1,USA300HOU_2481,2617836,2618228,-,(deoxy)nucleoside triphosphate pyrophosphohydrolase,"Replication, recombination and repair",A0A0D1JSZ8,Op1622
USA300HOU_RS13500,USA300HOU_RS13500,NC_010079.1,USA300HOU_2482,2618345,2620153,+,phospho-sugar mutase,Carbohydrate transport and metabolism,A0A133PV72,Op1623
USA300HOU_RS13505,USA300HOU_RS13505,NC_010079.1,USA300HOU_2483,2620437,2620703,+,hypothetical protein,No COG annotation,A0A0E0VSY1,Op1624
USA300HOU_RS13510,USA300HOU_RS13510,NC_010079.1,USA300HOU_2484,2620847,2621155,+,hypothetical protein,No COG annotation,A0A0D3QB34,Op1625
USA300HOU_RS13515,USA300HOU_RS13515,NC_010079.1,,2621263,2621496,-,hypothetical protein,No COG annotation,A0A133PV58,Op1626
USA300HOU_RS13520,USA300HOU_RS13520,NC_010079.1,USA300HOU_2485,2621477,2622670,-,MFS transporter,Amino acid transport and metabolism,A0A0D6GVH3,Op1626
USA300HOU_RS15580,sasG,NC_010079.1,,2623054,2626400,-,LPXTG-anchored surface protein SasG,Function unknown,,Op1627
USA300HOU_RS13535,sarT,NC_010079.1,USA300HOU_2487,2626706,2627062,-,HTH-type transcriptional regulator SarT,Transcription,A0A0D6GW30,Op1628
USA300HOU_RS13540,sarU,NC_010079.1,USA300HOU_2488,2627387,2628130,+,HTH-type transcriptional regulator SarU,Transcription,A0A0H2XFQ0,Op1629
USA300HOU_RS13545,galU,NC_010079.1,USA300HOU_2489,2628341,2629207,-,UTP--glucose-1-phosphate uridylyltransferase GalU,Cell wall/membrane/envelope biogenesis,A0A0D6GWV0,Op1630
USA300HOU_RS13550,fnbB,NC_010079.1,USA300HOU_2490,2629387,2632209,-,fibronectin-binding protein FnbB,Cell wall/membrane/envelope biogenesis,A0A0H2WY59,Op1631
USA300HOU_RS13555,fnbA,NC_010079.1,USA300HOU_2491,2632891,2635947,-,fibronectin-binding protein FnbA,Cell wall/membrane/envelope biogenesis,A0A0E7R7D1,Op1632
USA300HOU_RS13560,USA300HOU_RS13560,NC_010079.1,,2635931,2636032,-,hypothetical protein,No COG annotation,A0A2C9TPE7,Op1632
USA300HOU_RS13565,USA300HOU_RS13565,NC_010079.1,,2636172,2636384,-,hypothetical protein,No COG annotation,A0A133QC46,Op1633
USA300HOU_RS13570,USA300HOU_RS13570,NC_010079.1,USA300HOU_2492,2636416,2637774,-,gluconate permease,Amino acid transport and metabolism,A0A0E0VRY7,Op1633
USA300HOU_RS13575,gntK,NC_010079.1,USA300HOU_2493,2637891,2639444,-,gluconokinase,Carbohydrate transport and metabolism,A0A0D6GX51,Op1634
USA300HOU_RS13580,USA300HOU_RS13580,NC_010079.1,USA300HOU_2494,2639468,2640148,-,GntR family transcriptional regulator,Transcription,A0A0H2WY64,Op1634
USA300HOU_RS13585,USA300HOU_RS13585,NC_010079.1,USA300HOU_2495,2640302,2641066,-,MerR family transcriptional regulator,Transcription,A0A0D3QAH1,Op1635
USA300HOU_RS13590,USA300HOU_RS13590,NC_010079.1,USA300HOU_2496,2641231,2641923,-,GTP pyrophosphokinase family protein,Function unknown,A0A0E0VSZ0,Op1636
USA300HOU_RS13595,USA300HOU_RS13595,NC_010079.1,USA300HOU_2497,2642154,2642570,-,DUF2188 domain-containing protein,No COG annotation,A0A0D3QB11,Op1637
USA300HOU_RS13600,USA300HOU_RS13600,NC_010079.1,USA300HOU_2498,2642709,2644532,-,FUSC family protein,Function unknown,A0A0D6GVK4,Op1638
USA300HOU_RS13605,USA300HOU_RS13605,NC_010079.1,USA300HOU_2499,2645010,2646287,-,MFS transporter,Carbohydrate transport and metabolism,A0A0E0VU14,Op1639
USA300HOU_RS13610,USA300HOU_RS13610,NC_010079.1,USA300HOU_2500,2646834,2647445,+,DedA family protein,Function unknown,A0A0E0VSZ7,Op1640
USA300HOU_RS13615,USA300HOU_RS13615,NC_010079.1,,2647454,2647552,-,hypothetical protein,No COG annotation,A0A2C9TPD8,Op1641
USA300HOU_RS13620,USA300HOU_RS13620,NC_010079.1,USA300HOU_2501,2647542,2648705,-,MFS transporter,Amino acid transport and metabolism,A0A0D6GUU2,Op1641
USA300HOU_RS13625,USA300HOU_RS13625,NC_010079.1,USA300HOU_2502,2648698,2649156,-,MarR family transcriptional regulator,Transcription,A0A0H3KIV1,Op1641
USA300HOU_RS13630,USA300HOU_RS13630,NC_010079.1,USA300HOU_2503,2649590,2650285,+,ATP-binding cassette domain-containing protein,Defense mechanisms,A0A0H2WXF9,Op1642
USA300HOU_RS13635,USA300HOU_RS13635,NC_010079.1,USA300HOU_2504,2650287,2651057,+,ABC transporter permease,Function unknown,A0A0E0VU19,Op1642
USA300HOU_RS13640,USA300HOU_RS13640,NC_010079.1,USA300HOU_2505,2651430,2653394,+,fructose-1%2C6-bisphosphatase,Carbohydrate transport and metabolism,A0A0D3QB94,Op1643
USA300HOU_RS13650,USA300HOU_RS13650,NC_010079.1,USA300HOU_2507,2653912,2654817,+,membrane protein,Function unknown,A0A2G8XLY5,Op1644
USA300HOU_RS13655,USA300HOU_RS13655,NC_010079.1,USA300HOU_2508,2654922,2655515,-,alpha/beta hydrolase,Function unknown,A0A0D6GV88,Op1645
USA300HOU_RS13660,USA300HOU_RS13660,NC_010079.1,USA300HOU_2509,2655537,2656505,-,ring-cleaving dioxygenase,Amino acid transport and metabolism,A0A0D6GUK0,Op1645
USA300HOU_RS13665,USA300HOU_RS13665,NC_010079.1,USA300HOU_2510,2656583,2657017,-,MarR family transcriptional regulator,Transcription,A0A0E1VMV6,Op1646
USA300HOU_RS13670,USA300HOU_RS13670,NC_010079.1,,2657244,2657528,+,N-acetyltransferase,Function unknown,A0A0D3QB36,Op1647
USA300HOU_RS13675,USA300HOU_RS13675,NC_010079.1,USA300HOU_2511,2657699,2658505,+,VOC family protein,Function unknown,A0A0D6GUF8,Op1648
USA300HOU_RS13680,USA300HOU_RS13680,NC_010079.1,USA300HOU_2512,2658625,2659296,-,NAD(P)H-dependent oxidoreductase,Energy production and conversion,A0A0H3KAJ9,Op1649
USA300HOU_RS13685,USA300HOU_RS13685,NC_010079.1,USA300HOU_2513,2659566,2660558,+,D-lactate dehydrogenase,Energy production and conversion,A0A4V0AMQ7,Op1650
USA300HOU_RS13690,USA300HOU_RS13690,NC_010079.1,USA300HOU_2514,2660807,2661607,-,HAD family hydrolase,Function unknown,A0A0E7PWL2,Op1651
USA300HOU_RS13695,USA300HOU_RS13695,NC_010079.1,USA300HOU_2515,2661928,2662563,+,ATP-binding cassette domain-containing protein,Defense mechanisms,A0A0E1VX99,Op1652
USA300HOU_RS13700,USA300HOU_RS13700,NC_010079.1,USA300HOU_2516,2662569,2663300,+,peptide ABC transporter permease,Function unknown,A0A0H2WXU7,Op1652
USA300HOU_RS13705,srtA,NC_010079.1,USA300HOU_2517,2663460,2664080,-,class A sortase SrtA,Cell wall/membrane/envelope biogenesis,A0A0E1VPR0,Op1653
USA300HOU_RS13710,USA300HOU_RS13710,NC_010079.1,USA300HOU_2518,2664274,2664765,+,N-acetyltransferase,Cell wall/membrane/envelope biogenesis,A0A0E1VMK9,Op1654
USA300HOU_RS13715,USA300HOU_RS13715,NC_010079.1,,2665203,2665373,-,hypothetical protein,No COG annotation,A0A084NXQ2,Op1655
USA300HOU_RS13720,USA300HOU_RS13720,NC_010079.1,USA300HOU_2520,2665435,2665533,-,hypothetical protein,No COG annotation,A0A0H2WX74,Op1656
USA300HOU_RS13725,sdaAA,NC_010079.1,USA300HOU_2521,2665552,2666451,-,L-serine ammonia-lyase%2C iron-sulfur-dependent%2C subunit alpha,Amino acid transport and metabolism,A0A0E0VU37,Op1656
USA300HOU_RS13730,sdaAB,NC_010079.1,USA300HOU_2522,2666465,2667145,-,L-serine ammonia-lyase%2C iron-sulfur-dependent%2C subunit beta,Amino acid transport and metabolism,A0A0E0VT21,Op1656
USA300HOU_RS13735,USA300HOU_RS13735,NC_010079.1,USA300HOU_2523,2667148,2668143,-,PTS fructose transporter subunit IIC,Function unknown,A0A2G8XKU1,Op1656
USA300HOU_RS13740,USA300HOU_RS13740,NC_010079.1,,2668742,2668945,+,hypothetical protein,No COG annotation,A0A077UNB7,Op1657
USA300HOU_RS13745,USA300HOU_RS13745,NC_010079.1,USA300HOU_2524,2669128,2670063,+,EamA family transporter,Amino acid transport and metabolism,A0A2I7YAS3,Op1658
USA300HOU_RS13750,USA300HOU_RS13750,NC_010079.1,USA300HOU_2525,2670145,2671113,-,alpha/beta hydrolase,Lipid transport and metabolism,A0A0D6GUP8,Op1659
USA300HOU_RS13755,USA300HOU_RS13755,NC_010079.1,USA300HOU_2526,2671246,2671590,-,thioredoxin family protein,Energy production and conversion,A0A0E1VXB3,Op1660
USA300HOU_RS13760,USA300HOU_RS13760,NC_010079.1,USA300HOU_2527,2671632,2672042,-,acyl-CoA thioesterase,Function unknown,A0A0E0VS22,Op1661
USA300HOU_RS13765,USA300HOU_RS13765,NC_010079.1,USA300HOU_2530,2672422,2674488,-,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A1Y1CAZ7,Op1662
USA300HOU_RS13770,USA300HOU_RS13770,NC_010079.1,USA300HOU_2531,2674789,2676528,-,pyruvate oxidase,Energy production and conversion,A0A0H2WXA5,Op1663
USA300HOU_RS13775,USA300HOU_RS13775,NC_010079.1,USA300HOU_2532,2676575,2677264,-,LrgB family protein,Cell wall/membrane/envelope biogenesis,A0A0E1VXB8,Op1664
USA300HOU_RS13780,cidA,NC_010079.1,USA300HOU_2533,2677257,2677652,-,holin-like murein hydrolase modulator CidA,Function unknown,A0A0E1VMQ1,Op1664
USA300HOU_RS13785,USA300HOU_RS13785,NC_010079.1,USA300HOU_2534,2677865,2678743,-,LysR family transcriptional regulator,Transcription,Q6PSU0,Op1665
USA300HOU_RS13790,USA300HOU_RS13790,NC_010079.1,USA300HOU_2535,2678910,2679128,+,hypothetical protein,Function unknown,A0A0E0VTF6,Op1666
USA300HOU_RS13795,USA300HOU_RS13795,NC_010079.1,USA300HOU_2536,2679517,2679948,+,CHAP domain-containing protein,Function unknown,A0A0E1VPV4,Op1667
USA300HOU_RS13800,USA300HOU_RS13800,NC_010079.1,,2680213,2680317,-,hypothetical protein,No COG annotation,A0A266CLB7,Op1668
USA300HOU_RS15925,USA300HOU_RS15925,NC_010079.1,USA300HOU_2537,2680480,2680614,-,hypothetical protein,No COG annotation,A0A0H2X3E9,Op1669
USA300HOU_RS13810,USA300HOU_RS13810,NC_010079.1,USA300HOU_2538,2680708,2680965,-,hypothetical protein,No COG annotation,A0A0H2DL58,Op1670
USA300HOU_RS13815,USA300HOU_RS13815,NC_010079.1,USA300HOU_2539,2681544,2682821,-,hydroxymethylglutaryl-CoA reductase%2C degradative,Energy production and conversion,A0A0D6GTK5,Op1671
USA300HOU_RS13820,USA300HOU_RS13820,NC_010079.1,USA300HOU_2540,2683075,2684241,+,hydroxymethylglutaryl-CoA synthase,Lipid transport and metabolism,A0A0D6GV05,Op1672
USA300HOU_RS13825,USA300HOU_RS13825,NC_010079.1,USA300HOU_2541,2684411,2684932,-,methylated-DNA--[protein]-cysteine S-methyltransferase,"Replication, recombination and repair",A0A0D6GVG9,Op1673
USA300HOU_RS13830,USA300HOU_RS13830,NC_010079.1,USA300HOU_2542,2685341,2687446,+,ATP-dependent Clp protease ATP-binding subunit,"PostXtranslational modification, protein turnover, and chaperones",A0A0D3QAW4,Op1674
USA300HOU_RS13835,USA300HOU_RS13835,NC_010079.1,USA300HOU_2543,2687515,2687685,-,FeoB-associated Cys-rich membrane protein,Function unknown,A0A0E1VPV8,Op1675
USA300HOU_RS13840,feoB,NC_010079.1,USA300HOU_2544,2687698,2689692,-,ferrous iron transport protein B,Inorganic ion transport and metabolism,A0A0D6GUV7,Op1675
USA300HOU_RS13845,USA300HOU_RS13845,NC_010079.1,USA300HOU_2545,2689704,2689931,-,ferrous iron transport protein A,Inorganic ion transport and metabolism,A0A0E0VT43,Op1675
USA300HOU_RS13850,farE,NC_010079.1,USA300HOU_2546,2690147,2692636,-,fatty acid efflux MMPL transporter FarE,Function unknown,A0A0H2X034,Op1676
USA300HOU_RS13855,farR,NC_010079.1,USA300HOU_2547,2692781,2693329,+,fatty acid efflux pump transcriptional regulator FarR,Transcription,A0A0E1VMM6,Op1677
USA300HOU_RS13860,USA300HOU_RS13860,NC_010079.1,USA300HOU_2548,2693406,2693573,-,hypothetical protein,No COG annotation,A0A0H2X0M3,Op1678
USA300HOU_RS13865,pruA,NC_010079.1,USA300HOU_2549,2693685,2695229,-,L-glutamate gamma-semialdehyde dehydrogenase,Energy production and conversion,A0A0E1XCS2,Op1679
USA300HOU_RS13870,USA300HOU_RS13870,NC_010079.1,USA300HOU_2550,2695419,2696018,-,sugar O-acetyltransferase,Function unknown,A0A0D6GT13,Op1680
USA300HOU_RS13875,USA300HOU_RS13875,NC_010079.1,USA300HOU_2551,2696257,2696448,+,hypothetical protein,No COG annotation,A0A077UJ03,Op1681
USA300HOU_RS13880,USA300HOU_RS13880,NC_010079.1,USA300HOU_2552,2696688,2699096,+,copper-translocating P-type ATPase,Inorganic ion transport and metabolism,A0A1S6AVY8,Op1682
USA300HOU_RS13885,copZ,NC_010079.1,USA300HOU_2553,2699387,2699593,+,copper chaperone CopZ,Inorganic ion transport and metabolism,A0A0E1VPW9,Op1683
USA300HOU_RS13890,USA300HOU_RS13890,NC_010079.1,USA300HOU_2554,2699683,2700681,-,D-lactate dehydrogenase,Energy production and conversion,A0A0H2WZG0,Op1684
USA300HOU_RS13895,USA300HOU_RS13895,NC_010079.1,USA300HOU_2555,2700704,2701858,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,A0A0D6GSW5,Op1684
USA300HOU_RS13900,USA300HOU_RS13900,NC_010079.1,USA300HOU_2556,2702285,2703793,-,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GUT9,Op1685
USA300HOU_RS13905,USA300HOU_RS13905,NC_010079.1,USA300HOU_2557,2703805,2704668,-,phytoene/squalene synthase family protein,Lipid transport and metabolism,A0A1M4R6K2,Op1685
USA300HOU_RS13910,USA300HOU_RS13910,NC_010079.1,USA300HOU_2558,2704705,2705832,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0D6GUE2,Op1685
USA300HOU_RS13915,USA300HOU_RS13915,NC_010079.1,USA300HOU_2559,2705838,2707331,-,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GUN6,Op1685
USA300HOU_RS13920,crtO,NC_010079.1,USA300HOU_2560,2707324,2707812,-,glycosyl-4%2C4'-diaponeurosporenoate acyltransferase,Cell wall/membrane/envelope biogenesis,A0A2Y9TTN6,Op1685
USA300HOU_RS13925,USA300HOU_RS13925,NC_010079.1,USA300HOU_2561,2707987,2708754,-,CHAP domain-containing protein,Function unknown,A0A0H2XHF6,Op1686
USA300HOU_RS13930,USA300HOU_RS13930,NC_010079.1,USA300HOU_2562,2709115,2710926,-,acetyltransferase,Amino acid transport and metabolism,A0A0D6GUK1,Op1687
USA300HOU_RS13935,USA300HOU_RS13935,NC_010079.1,USA300HOU_2563,2711437,2711925,-,GNAT family N-acetyltransferase,Transcription,A0A0H2WZT8,Op1688
USA300HOU_RS13940,isaA,NC_010079.1,USA300HOU_2564,2712201,2712902,-,lytic transglycosylase IsaA,Cell wall/membrane/envelope biogenesis,A6QK59,Op1689
USA300HOU_RS13945,USA300HOU_RS13945,NC_010079.1,USA300HOU_2565,2713510,2714565,-,PTS transporter subunit IIC,Function unknown,A0A0D1JW10,Op1690
USA300HOU_RS15590,USA300HOU_RS15590,NC_010079.1,,2714692,2714820,-,hypothetical protein,No COG annotation,A0A5A8VQZ9,Op1691
USA300HOU_RS13955,USA300HOU_RS13955,NC_010079.1,USA300HOU_2566,2714975,2715544,+,TetR/AcrR family transcriptional regulator,Transcription,A0A0H2XH10,Op1692
USA300HOU_RS15595,USA300HOU_RS15595,NC_010079.1,USA300HOU_2567,2715742,2716242,+,hypothetical protein,No COG annotation,A0A0H2WZG4,Op1693
USA300HOU_RS13965,USA300HOU_RS13965,NC_010079.1,USA300HOU_2568,2716462,2716692,+,DUF896 domain-containing protein,Function unknown,A0A0E0VTI7,Op1694
USA300HOU_RS13970,USA300HOU_RS13970,NC_010079.1,USA300HOU_2569,2716842,2717219,-,glyoxalase,Function unknown,A0A0H2X046,Op1695
USA300HOU_RS13975,USA300HOU_RS13975,NC_010079.1,USA300HOU_2570,2717236,2718057,-,NmrA/HSCARG family protein,Carbohydrate transport and metabolism,A0A0H2WZU3,Op1695
USA300HOU_RS13980,USA300HOU_RS13980,NC_010079.1,USA300HOU_2571,2718077,2718376,-,DUF2316 family protein,Function unknown,A0A0D6GT85,Op1695
USA300HOU_RS13985,USA300HOU_RS13985,NC_010079.1,USA300HOU_2572,2718507,2719064,+,TetR/AcrR family transcriptional regulator,Transcription,A0A0D6GTY2,Op1696
USA300HOU_RS13990,USA300HOU_RS13990,NC_010079.1,USA300HOU_2573,2719057,2719761,+,SDR family NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,A0A0E1VX33,Op1696
USA300HOU_RS13995,USA300HOU_RS13995,NC_010079.1,USA300HOU_2574,2719859,2720869,+,amidohydrolase,Function unknown,A0A0D6HPN7,Op1697
USA300HOU_RS14000,USA300HOU_RS14000,NC_010079.1,USA300HOU_2575,2720889,2721719,+,alpha/beta hydrolase,Function unknown,A0A5A8VPT7,Op1697
USA300HOU_RS14005,USA300HOU_RS14005,NC_010079.1,USA300HOU_2576,2721866,2722756,-,GTP-binding protein,Function unknown,A0A0H2WZU8,Op1698
USA300HOU_RS14010,USA300HOU_RS14010,NC_010079.1,USA300HOU_2577,2722854,2724194,-,ferrous iron transporter B,Inorganic ion transport and metabolism,A0A0E1VPP5,Op1699
USA300HOU_RS14015,USA300HOU_RS14015,NC_010079.1,USA300HOU_2578,2724188,2725294,-,NAD(P)-binding domain-containing protein,Inorganic ion transport and metabolism,A0A0D6GTV8,Op1699
USA300HOU_RS14020,USA300HOU_RS14020,NC_010079.1,USA300HOU_2579,2725628,2725924,-,DUF4176 domain-containing protein,"Replication, recombination and repair",A0A0D6GRX1,Op1700
USA300HOU_RS14025,USA300HOU_RS14025,NC_010079.1,USA300HOU_2580,2725912,2726280,-,hypothetical protein,No COG annotation,A0A0H2X060,Op1700
USA300HOU_RS14030,USA300HOU_RS14030,NC_010079.1,USA300HOU_2581,2726295,2726573,-,TIGR04197 family type VII secretion effector,No COG annotation,A0A0B6XT55,Op1700
USA300HOU_RS14035,USA300HOU_RS14035,NC_010079.1,USA300HOU_2582,2726915,2727781,-,fructosamine kinase family protein,Carbohydrate transport and metabolism,A0A0D3QB98,Op1701
USA300HOU_RS14040,USA300HOU_RS14040,NC_010079.1,USA300HOU_2583,2727999,2729063,+,quinone-dependent dihydroorotate dehydrogenase,Nucleotide transport and metabolism,A0A0H2WZK7,Op1702
USA300HOU_RS14045,USA300HOU_RS14045,NC_010079.1,USA300HOU_2584,2729218,2729493,+,hypothetical protein,No COG annotation,A0A0E1VMG6,Op1703
USA300HOU_RS14050,USA300HOU_RS14050,NC_010079.1,USA300HOU_2586,2729679,2730401,-,epoxyqueuosine reductase QueH,Energy production and conversion,A0A0E0VS78,Op1704
USA300HOU_RS14055,USA300HOU_RS14055,NC_010079.1,USA300HOU_2587,2730755,2731204,+,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,Function unknown,A0A0D3QBF1,Op1705
USA300HOU_RS14060,USA300HOU_RS14060,NC_010079.1,USA300HOU_2588,2731285,2731872,-,TetR/AcrR family transcriptional regulator,Transcription,A0A0H2X0Q9,Op1706
USA300HOU_RS14065,USA300HOU_RS14065,NC_010079.1,USA300HOU_2589,2731850,2731948,-,hypothetical protein,No COG annotation,A0A2C9TPG9,Op1707
USA300HOU_RS14070,USA300HOU_RS14070,NC_010079.1,USA300HOU_2590,2732005,2733687,+,CocE/NonD family hydrolase,Function unknown,A0A0H2XGQ4,Op1708
USA300HOU_RS14075,USA300HOU_RS14075,NC_010079.1,USA300HOU_2591,2733816,2734187,-,aspartate 1-decarboxylase,Coenzyme transport and metabolism,A0A133Q115,Op1709
USA300HOU_RS14080,USA300HOU_RS14080,NC_010079.1,USA300HOU_2592,2734201,2735052,-,pantoate--beta-alanine ligase,Coenzyme transport and metabolism,A0A266CLX4,Op1709
USA300HOU_RS14085,panB,NC_010079.1,USA300HOU_2593,2735045,2735863,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,A0A0E0VTL6,Op1709
